medication_id,medication_name,medication_category,current_inventory,reorder_point,max_capacity,prescription_volume_30d,avg_weekly_demand,demand_trend,supplier_id,supplier_lead_time_days,supplier_reliability_score,historical_shortage_count,days_since_last_shortage,avg_stockout_duration_days,risk_label
MEDB8EAA5,Lisinopril 20mg,cardiovascular,3149.0,742.0,4966.0,622.0,269.0,0.29,SUP006,3.0,0.901,0,260.0,0.0,0
MEDEBDD2A,Methotrexate 15mg,immunological,1948.0,832.0,2733.0,946.0,319.0,0.11,SUP040,16.0,0.721,0,61.0,0.0,0
MEDDB9918,Docusate 100mg,gastrointestinal,661.0,444.0,790.0,616.0,268.0,0.48,SUP025,2.0,0.951,0,156.0,0.0,0
MEDB0A3EE,Amphetamine Salt Combo 20mg,psychiatric,1300.0,694.0,4382.0,1407.0,322.0,0.13,SUP039,10.0,0.578,2,73.0,3.9,0
MED7B5C7F,Docusate 100mg,gastrointestinal,2741.0,44.0,4997.0,156.0,36.0,0.21,SUP025,4.0,0.905,1,25.0,13.8,0
MED28B300,Carbamazepine 200mg,neurological,615.0,1062.0,2164.0,926.0,380.0,-0.06,SUP028,8.0,0.818,1,150.0,4.4,0
MED1B3579,Famotidine 20mg,gastrointestinal,2437.0,257.0,3310.0,195.0,76.0,-0.26,SUP025,2.0,0.97,2,80.0,6.9,0
MEDFEB4BC,Polyethylene Glycol 17g,gastrointestinal,1078.0,544.0,1146.0,2029.0,353.0,-0.28,SUP027,4.0,0.928,0,246.0,0.0,0
MEDBE9EED,Metronidazole 500mg,antibiotic,877.0,276.0,2630.0,596.0,102.0,0.32,SUP002,2.0,0.893,1,125.0,1.6,0
MEDE61AD9,Metformin 1000mg,diabetes,103.0,420.0,732.0,874.0,161.0,0.34,SUP012,4.0,0.849,1,135.0,0.4,1
MEDAB2003,Polyethylene Glycol 17g,gastrointestinal,771.0,472.0,1173.0,962.0,315.0,-0.08,SUP027,6.0,0.966,1,47.0,2.8,0
MED5261BA,Methotrexate 15mg,immunological,1682.0,78.0,3685.0,124.0,32.0,0.21,SUP040,17.0,0.694,1,114.0,20.7,0
MED030AEF,Escitalopram 10mg,psychiatric,2535.0,372.0,4474.0,462.0,132.0,-0.12,SUP035,5.0,0.935,0,218.0,0.0,0
MED4D824B,Tacrolimus 1mg,immunological,1154.0,1185.0,3882.0,1835.0,403.0,-0.01,SUP046,10.0,0.764,3,136.0,10.1,0
MED84DAA6,Sitagliptin 100mg,diabetes,1238.0,703.0,1735.0,1352.0,420.0,0.38,SUP015,8.0,0.905,1,14.0,0.7,0
MED6FF00E,Ondansetron 8mg,gastrointestinal,866.0,1430.0,940.0,1003.0,374.0,0.09,SUP026,9.0,0.872,0,175.0,0.0,0
MED706B98,Glipizide 5mg,diabetes,2102.0,774.0,3780.0,2647.0,473.0,0.04,SUP013,5.0,0.869,0,253.0,0.0,0
MED81CC7F,Gabapentin 300mg,analgesic,109.0,1335.0,2963.0,1081.0,486.0,0.17,SUP019,8.0,0.783,1,102.0,1.9,0
MED10CA60,Acetaminophen/Codeine #3,analgesic,229.0,229.0,768.0,728.0,201.0,-0.24,SUP018,14.0,0.706,2,26.0,1.7,0
MEDA27D4F,Polyethylene Glycol 17g,gastrointestinal,78.0,153.0,1296.0,401.0,80.0,0.32,SUP027,5.0,0.949,0,101.0,0.0,0
MEDD0BCC8,Methylphenidate 20mg,psychiatric,20.0,71.0,143.0,265.0,67.0,-0.11,SUP039,19.0,0.492,4,56.0,4.1,1
MED63490F,Carboplatin 150mg,oncology,295.0,893.0,1010.0,1430.0,407.0,-0.02,SUP042,15.0,0.626,0,92.0,0.0,0
MED9093F9,Baclofen 10mg,neurological,454.0,149.0,3844.0,211.0,42.0,-0.19,SUP032,6.0,0.821,2,153.0,1.1,0
MEDAA2627,Fluorouracil 500mg,oncology,879.0,159.0,1276.0,947.0,159.0,-0.27,SUP042,19.0,0.74,1,91.0,3.9,0
MED98F33A,Lamotrigine 100mg,neurological,369.0,347.0,801.0,1633.0,278.0,0.27,SUP029,10.0,0.855,1,140.0,8.4,0
MED825FD5,Methotrexate 2.5mg,oncology,1925.0,546.0,3298.0,2215.0,457.0,0.06,SUP040,14.0,0.766,3,100.0,0.3,0
MED4F9333,Theophylline 200mg,respiratory,201.0,72.0,233.0,198.0,55.0,0.4,SUP020,10.0,0.707,2,62.0,1.0,0
MEDCAC371,Furosemide 40mg,cardiovascular,181.0,168.0,2823.0,435.0,78.0,0.1,SUP006,5.0,0.951,0,203.0,0.0,0
MED6400F7,Sitagliptin 100mg,diabetes,1960.0,739.0,3906.0,1008.0,366.0,0.5,SUP015,8.0,0.823,2,17.0,5.7,0
MED831B52,Sertraline 50mg,psychiatric,179.0,215.0,2503.0,247.0,113.0,0.39,SUP033,2.0,0.877,2,81.0,2.1,0
MED56F2A7,Carboplatin 150mg,oncology,2075.0,289.0,4548.0,1275.0,252.0,0.28,SUP042,25.0,0.592,4,166.0,4.5,1
MED740703,Polyethylene Glycol 17g,gastrointestinal,335.0,570.0,491.0,741.0,231.0,0.29,SUP027,6.0,0.984,0,93.0,0.0,0
MED7A5A19,Topiramate 25mg,neurological,1583.0,1162.0,3702.0,1318.0,468.0,-0.16,SUP030,7.0,0.865,0,284.0,0.0,0
MED386781,Polyethylene Glycol 17g,gastrointestinal,676.0,518.0,4353.0,726.0,146.0,-0.1,SUP027,6.0,0.909,1,21.0,3.6,0
MED1D9F05,Insulin Glargine 100U/mL,diabetes,420.0,255.0,2506.0,683.0,174.0,-0.17,SUP014,7.0,0.657,2,170.0,5.3,0
MED9A25C4,Lithium 300mg,psychiatric,909.0,1082.0,1465.0,1641.0,363.0,-0.2,SUP038,8.0,0.825,2,11.0,0.4,0
MEDBEFE6E,Ondansetron 8mg,gastrointestinal,2619.0,555.0,3663.0,358.0,150.0,-0.03,SUP026,4.0,0.814,2,20.0,4.8,0
MEDE11A19,Carbamazepine 200mg,neurological,1310.0,483.0,4303.0,1132.0,420.0,-0.17,SUP028,9.0,0.798,0,341.0,0.0,0
MED681479,Sertraline 50mg,psychiatric,483.0,137.0,1134.0,180.0,44.0,0.08,SUP033,8.0,0.932,2,99.0,10.1,0
MED5167DC,Azithromycin 250mg,antibiotic,1519.0,1256.0,3785.0,1899.0,495.0,-0.08,SUP002,4.0,0.887,0,69.0,0.0,0
MEDB43F95,Paclitaxel 100mg,oncology,2660.0,312.0,3360.0,595.0,170.0,-0.27,SUP044,18.0,0.646,1,30.0,13.6,0
MED68F251,Insulin Lispro 100U/mL,diabetes,964.0,476.0,4341.0,1209.0,208.0,-0.27,SUP014,6.0,0.604,3,67.0,15.2,0
MED154758,Aspirin 81mg,analgesic,1004.0,181.0,4123.0,660.0,112.0,0.06,SUP016,3.0,0.986,0,67.0,0.0,0
MEDC61D2E,Sertraline 100mg,psychiatric,1423.0,483.0,2718.0,1828.0,351.0,-0.19,SUP033,5.0,0.994,0,307.0,0.0,0
MEDF46CEA,Fluticasone Nasal Spray,respiratory,740.0,1457.0,1526.0,1291.0,416.0,-0.14,SUP021,4.0,0.915,2,32.0,5.6,0
MED872589,Metformin 1000mg,diabetes,2956.0,70.0,4147.0,105.0,23.0,-0.16,SUP012,4.0,0.964,0,312.0,0.0,0
MED7C7C75,Lisinopril 20mg,cardiovascular,1960.0,751.0,2633.0,846.0,213.0,0.19,SUP006,6.0,0.918,1,105.0,0.2,0
MED987AA9,Metoprolol Tartrate 50mg,cardiovascular,303.0,798.0,2697.0,1630.0,338.0,0.24,SUP007,8.0,0.88,0,294.0,0.0,0
MED9525E8,Ifosfamide 1g,oncology,1029.0,287.0,1157.0,1313.0,231.0,0.22,SUP041,24.0,0.596,1,32.0,37.2,1
MEDE357D9,Fluticasone Nasal Spray,respiratory,461.0,529.0,1426.0,881.0,175.0,0.33,SUP021,6.0,0.91,1,73.0,10.5,0
MED132FC9,Fluticasone Nasal Spray,respiratory,1025.0,470.0,4612.0,610.0,150.0,0.23,SUP021,5.0,0.776,3,158.0,8.5,0
MED6A5CA3,Ifosfamide 1g,oncology,4756.0,807.0,4948.0,1334.0,492.0,-0.3,SUP041,10.0,0.656,2,169.0,5.9,0
MED006D31,Prednisone 5mg,immunological,232.0,41.0,4717.0,67.0,31.0,-0.11,SUP023,2.0,0.85,0,358.0,0.0,0
MEDEC9C24,Theophylline 200mg,respiratory,1171.0,1255.0,1826.0,2069.0,402.0,0.2,SUP020,16.0,0.822,1,164.0,10.0,1
MED75EEE5,Doxorubicin 50mg,oncology,1003.0,958.0,2574.0,1345.0,257.0,-0.28,SUP043,30.0,0.505,3,77.0,3.8,1
MEDFA250A,Azithromycin 250mg,antibiotic,1983.0,697.0,3701.0,652.0,222.0,0.35,SUP002,5.0,0.969,0,204.0,0.0,0
MED26D860,Polyethylene Glycol 17g,gastrointestinal,1414.0,1201.0,2715.0,1037.0,385.0,-0.11,SUP027,5.0,0.948,1,95.0,13.6,0
MEDBEDEB8,Losartan 50mg,cardiovascular,501.0,521.0,2080.0,956.0,248.0,0.09,SUP009,8.0,0.802,0,156.0,0.0,0
MEDC7A14D,Doxycycline 100mg,antibiotic,2520.0,1308.0,3246.0,1412.0,452.0,0.34,SUP004,3.0,0.831,1,41.0,4.7,0
MED4DD2E9,Prednisone 5mg,immunological,326.0,1420.0,1655.0,1854.0,400.0,0.03,SUP023,5.0,0.851,0,269.0,0.0,0
MED80A650,Prednisone 10mg,respiratory,201.0,97.0,289.0,183.0,33.0,-0.15,SUP023,4.0,0.928,0,153.0,0.0,0
MED0D12C4,Omeprazole 20mg,gastrointestinal,506.0,234.0,514.0,404.0,82.0,0.15,SUP024,5.0,0.87,0,176.0,0.0,0
MEDE162CA,Atorvastatin 20mg,cardiovascular,541.0,1210.0,1197.0,2486.0,461.0,0.34,SUP010,7.0,0.899,1,104.0,5.0,0
MED3C561B,Levetiracetam 500mg,neurological,1594.0,668.0,4771.0,1727.0,297.0,0.36,SUP028,9.0,0.846,1,74.0,1.2,0
MEDF1AF94,Cisplatin 50mg,oncology,973.0,218.0,4604.0,405.0,153.0,0.37,SUP044,28.0,0.54,4,101.0,8.6,1
MEDD74321,Ondansetron 8mg,gastrointestinal,590.0,803.0,3095.0,2025.0,396.0,-0.22,SUP026,5.0,0.901,1,131.0,4.4,0
MED6F56B2,Amoxicillin 500mg,antibiotic,365.0,130.0,418.0,211.0,45.0,0.39,SUP001,5.0,0.876,0,295.0,0.0,0
MED08AC0B,Mycophenolate 500mg,immunological,652.0,343.0,1245.0,756.0,177.0,0.14,SUP046,17.0,0.821,0,345.0,0.0,0
MED7B927F,Budesonide Inhaler,respiratory,2087.0,814.0,2855.0,1541.0,269.0,0.1,SUP021,3.0,0.933,1,145.0,5.9,0
MED26936B,Metronidazole 500mg,antibiotic,448.0,1207.0,2813.0,1903.0,354.0,0.27,SUP002,3.0,0.828,2,79.0,0.5,0
MED47532A,Trimethoprim-Sulfamethoxazole,antibiotic,932.0,450.0,2275.0,1885.0,345.0,-0.08,SUP005,18.0,0.818,0,275.0,0.0,0
MEDEE6FC9,Tacrolimus 1mg,immunological,496.0,494.0,1310.0,2032.0,430.0,-0.12,SUP046,6.0,0.731,1,180.0,3.7,0
MEDBD483A,Trimethoprim-Sulfamethoxazole,antibiotic,620.0,646.0,2669.0,1155.0,224.0,0.4,SUP005,5.0,0.802,2,53.0,2.0,0
MED11B3FD,Tacrolimus 1mg,immunological,531.0,133.0,610.0,447.0,80.0,0.28,SUP046,18.0,0.795,1,84.0,4.1,0
MEDF01EA4,Amphetamine Salt Combo 20mg,psychiatric,709.0,405.0,3186.0,885.0,170.0,0.13,SUP039,24.0,0.49,2,88.0,2.1,0
MED80D475,Budesonide Inhaler,respiratory,3921.0,234.0,4066.0,358.0,108.0,0.44,SUP021,8.0,0.915,0,315.0,0.0,0
MEDEFC017,Montelukast 10mg,respiratory,1443.0,1364.0,1798.0,1375.0,363.0,0.49,SUP022,5.0,0.805,3,123.0,4.9,0
MEDD1B2C4,Montelukast 10mg,respiratory,777.0,707.0,1098.0,1312.0,303.0,-0.2,SUP022,5.0,0.87,3,38.0,1.8,0
MED663E9A,Theophylline 200mg,respiratory,452.0,449.0,747.0,864.0,187.0,-0.23,SUP020,6.0,0.701,3,55.0,3.0,0
MEDA70D66,Doxorubicin 50mg,oncology,2225.0,647.0,4704.0,955.0,366.0,0.44,SUP043,31.0,0.649,3,158.0,13.3,1
MED4FED33,Naproxen 500mg,analgesic,231.0,419.0,515.0,415.0,181.0,0.0,SUP017,4.0,0.914,3,26.0,1.8,0
MEDE31D9A,Sertraline 100mg,psychiatric,1127.0,22.0,1226.0,50.0,12.0,-0.16,SUP033,4.0,0.881,1,168.0,18.6,0
MED419EA2,Methylphenidate 20mg,psychiatric,588.0,1054.0,1733.0,1378.0,397.0,-0.19,SUP039,23.0,0.594,5,166.0,3.5,1
MED93D99D,Furosemide 40mg,cardiovascular,1512.0,1023.0,2002.0,642.0,283.0,-0.01,SUP006,3.0,0.867,0,119.0,0.0,0
MED3D8CCB,Metformin 500mg,diabetes,2029.0,794.0,3352.0,2359.0,413.0,0.47,SUP012,5.0,0.913,0,178.0,0.0,0
MED4D66D7,Doxycycline 100mg,antibiotic,879.0,1268.0,4752.0,1322.0,318.0,0.05,SUP004,2.0,0.883,0,175.0,0.0,0
MEDBBCBFA,Cisplatin 50mg,oncology,1032.0,1403.0,1199.0,1448.0,445.0,0.2,SUP044,21.0,0.55,2,50.0,7.6,1
MEDD25017,Pantoprazole 40mg,gastrointestinal,1053.0,722.0,3859.0,710.0,341.0,0.5,SUP024,4.0,0.866,0,202.0,0.0,0
MED49A000,Methotrexate 15mg,immunological,1308.0,1240.0,1537.0,1474.0,322.0,-0.2,SUP040,11.0,0.672,1,110.0,5.9,0
MED5133D1,Atorvastatin 20mg,cardiovascular,143.0,348.0,881.0,373.0,104.0,0.5,SUP010,4.0,0.901,1,64.0,1.8,1
MEDF8B32A,Lamotrigine 100mg,neurological,1093.0,1070.0,3759.0,1408.0,395.0,0.04,SUP029,15.0,0.845,0,328.0,0.0,0
MEDDB8025,Doxycycline 100mg,antibiotic,967.0,491.0,3045.0,2095.0,364.0,-0.14,SUP004,7.0,0.874,0,90.0,0.0,0
MEDCBA89D,Insulin Lispro 100U/mL,diabetes,2547.0,1895.0,4216.0,1204.0,482.0,0.29,SUP014,16.0,0.66,1,164.0,2.7,0
MEDEBAA9F,Montelukast 10mg,respiratory,273.0,366.0,1909.0,322.0,122.0,-0.09,SUP022,5.0,0.84,1,117.0,3.8,0
MED109BDA,Prednisone 5mg,immunological,2249.0,1333.0,3506.0,1838.0,369.0,0.14,SUP023,4.0,0.85,2,171.0,3.3,0
MED52459C,Ibuprofen 400mg,analgesic,4326.0,608.0,4404.0,555.0,238.0,0.29,SUP016,2.0,0.918,0,318.0,0.0,0
MEDDE9BEE,Fluorouracil 500mg,oncology,1227.0,452.0,4791.0,1239.0,284.0,0.07,SUP042,6.0,0.601,6,134.0,1.5,1
MEDB6FA67,Gabapentin 300mg,analgesic,456.0,327.0,844.0,1470.0,271.0,0.21,SUP019,11.0,0.816,3,34.0,0.3,0
MED2FD6A6,Sertraline 50mg,psychiatric,2524.0,268.0,4677.0,897.0,246.0,0.29,SUP033,6.0,0.83,2,66.0,0.4,0
MED0683A2,Ibuprofen 400mg,analgesic,176.0,150.0,471.0,513.0,118.0,-0.24,SUP016,3.0,0.922,0,60.0,0.0,0
MED822CD2,Warfarin 5mg,cardiovascular,209.0,129.0,359.0,235.0,83.0,-0.02,SUP011,9.0,0.713,2,165.0,1.0,0
MED531AEF,Carbamazepine 200mg,neurological,1546.0,623.0,3233.0,560.0,239.0,0.31,SUP028,6.0,0.854,0,306.0,0.0,0
MED775386,Omeprazole 20mg,gastrointestinal,804.0,826.0,1562.0,830.0,285.0,0.01,SUP024,6.0,0.93,0,144.0,0.0,0
MED852276,Doxycycline 100mg,antibiotic,2945.0,1222.0,3892.0,1797.0,354.0,0.32,SUP004,4.0,0.894,1,98.0,0.2,0
MEDB42EFE,Gabapentin 300mg,analgesic,1129.0,185.0,2935.0,235.0,89.0,0.3,SUP019,14.0,0.893,2,9.0,2.1,0
MED621139,Sumatriptan 50mg,neurological,52.0,48.0,228.0,105.0,40.0,0.05,SUP031,4.0,0.738,2,153.0,0.6,1
MEDB0A63E,Adalimumab 40mg,immunological,181.0,1212.0,2104.0,1676.0,389.0,0.22,SUP045,15.0,0.671,5,60.0,7.0,1
MEDC89D46,Azithromycin 250mg,antibiotic,1918.0,575.0,4227.0,905.0,158.0,0.28,SUP002,4.0,0.961,0,193.0,0.0,0
MED653DC2,Pantoprazole 40mg,gastrointestinal,586.0,1810.0,2572.0,1983.0,458.0,0.14,SUP024,5.0,0.848,2,57.0,0.9,0
MEDF1EFFB,Albuterol Inhaler,respiratory,1434.0,1777.0,4660.0,2380.0,495.0,0.35,SUP020,9.0,0.76,0,248.0,0.0,0
MED239B9A,Metronidazole 500mg,antibiotic,2148.0,1064.0,3222.0,2250.0,412.0,0.29,SUP002,5.0,0.962,0,243.0,0.0,0
MEDE81432,Prednisone 10mg,respiratory,1101.0,1365.0,1606.0,1285.0,396.0,-0.06,SUP023,7.0,0.912,0,145.0,0.0,0
MED324BAF,Sitagliptin 100mg,diabetes,236.0,1629.0,3893.0,1801.0,478.0,0.21,SUP015,7.0,0.908,1,107.0,3.1,0
MED51EEAB,Insulin Lispro 100U/mL,diabetes,832.0,309.0,2089.0,360.0,140.0,0.34,SUP014,12.0,0.59,3,116.0,1.0,0
MED900F77,Clopidogrel 75mg,cardiovascular,549.0,84.0,1660.0,82.0,36.0,0.14,SUP008,4.0,0.96,0,67.0,0.0,0
MED04A4B1,Mycophenolate 500mg,immunological,427.0,595.0,1877.0,820.0,255.0,0.47,SUP046,13.0,0.721,1,4.0,0.8,0
MED22DBE8,Ibuprofen 400mg,analgesic,993.0,1902.0,4023.0,2193.0,478.0,0.5,SUP016,2.0,0.976,0,134.0,0.0,0
MEDC88D36,Pregabalin 75mg,analgesic,1159.0,1186.0,2734.0,1768.0,407.0,0.41,SUP019,7.0,0.906,1,137.0,2.7,0
MED148B54,Montelukast 10mg,respiratory,2036.0,749.0,3046.0,745.0,272.0,0.34,SUP022,8.0,0.784,0,270.0,0.0,0
MED68E25A,Pantoprazole 40mg,gastrointestinal,1695.0,193.0,3136.0,916.0,170.0,0.21,SUP024,7.0,0.872,0,143.0,0.0,0
MEDB807ED,Doxycycline 100mg,antibiotic,3420.0,1092.0,4632.0,1288.0,488.0,0.15,SUP004,10.0,0.957,0,130.0,0.0,0
MED643598,Sumatriptan 50mg,neurological,1382.0,528.0,2113.0,1530.0,265.0,-0.08,SUP031,11.0,0.841,2,165.0,0.3,0
MED0098C4,Fluoxetine 20mg,psychiatric,573.0,375.0,2985.0,442.0,96.0,0.27,SUP034,4.0,0.966,0,124.0,0.0,0
MEDD45288,Methotrexate 2.5mg,oncology,608.0,33.0,4392.0,151.0,27.0,-0.18,SUP040,18.0,0.561,2,2.0,1.2,1
MED81E86C,Ibuprofen 400mg,analgesic,447.0,46.0,1337.0,57.0,14.0,0.5,SUP016,3.0,1.0,0,221.0,0.0,0
MED1304FA,Tacrolimus 1mg,immunological,54.0,52.0,4096.0,106.0,18.0,0.04,SUP046,13.0,0.769,2,106.0,2.6,1
MED93BB6E,Doxorubicin 50mg,oncology,140.0,413.0,4488.0,752.0,156.0,0.16,SUP043,23.0,0.611,2,46.0,2.0,1
MED4581A5,Clopidogrel 75mg,cardiovascular,393.0,450.0,1319.0,524.0,133.0,0.11,SUP008,5.0,0.874,0,211.0,0.0,0
MEDC59ABE,Levetiracetam 500mg,neurological,1880.0,795.0,3156.0,683.0,217.0,0.37,SUP028,7.0,0.892,0,145.0,0.0,0
MEDA24BF9,Lisinopril 10mg,cardiovascular,388.0,603.0,865.0,999.0,217.0,0.09,SUP006,5.0,0.91,0,273.0,0.0,0
MED67CE8C,Azithromycin 250mg,antibiotic,444.0,925.0,777.0,1208.0,265.0,0.1,SUP002,4.0,0.91,0,319.0,0.0,0
MEDF687EE,Clopidogrel 75mg,cardiovascular,108.0,245.0,448.0,379.0,68.0,-0.17,SUP008,5.0,0.945,0,168.0,0.0,1
MED94E3DC,Amlodipine 5mg,cardiovascular,269.0,481.0,4548.0,1240.0,298.0,0.23,SUP008,4.0,0.92,1,5.0,0.3,0
MEDDC0293,Methotrexate 15mg,immunological,315.0,1097.0,3362.0,1302.0,485.0,-0.1,SUP040,9.0,0.651,2,145.0,7.1,1
MEDAECEA4,Baclofen 10mg,neurological,3144.0,322.0,4528.0,1063.0,179.0,-0.25,SUP032,7.0,0.905,0,70.0,0.0,0
MEDB73614,Omeprazole 20mg,gastrointestinal,237.0,310.0,900.0,814.0,233.0,-0.02,SUP024,5.0,0.779,1,155.0,5.5,0
MED0CA13F,Tacrolimus 1mg,immunological,2597.0,59.0,2773.0,150.0,25.0,0.45,SUP046,13.0,0.763,0,260.0,0.0,0
MED15C2EB,Ondansetron 8mg,gastrointestinal,760.0,830.0,3175.0,1138.0,231.0,0.28,SUP026,6.0,0.732,2,98.0,1.1,0
MED950510,Prednisone 5mg,immunological,301.0,543.0,2118.0,1298.0,375.0,0.48,SUP023,7.0,0.833,1,40.0,0.6,0
MED0D7C50,Empagliflozin 10mg,diabetes,1477.0,281.0,3291.0,437.0,172.0,-0.1,SUP015,5.0,0.849,2,2.0,0.6,0
MED020546,Quetiapine 50mg,psychiatric,542.0,84.0,2309.0,171.0,62.0,-0.25,SUP037,11.0,0.831,2,111.0,3.1,0
MED1D59AE,Carboplatin 150mg,oncology,91.0,68.0,946.0,116.0,23.0,0.46,SUP042,14.0,0.607,4,24.0,3.9,1
MEDE3E9E4,Polyethylene Glycol 17g,gastrointestinal,1195.0,42.0,3255.0,81.0,16.0,0.35,SUP027,4.0,0.911,0,73.0,0.0,0
MED147395,Fluorouracil 500mg,oncology,1389.0,977.0,4785.0,1331.0,276.0,-0.17,SUP042,11.0,0.638,3,44.0,10.5,0
MEDDE6FF9,Montelukast 10mg,respiratory,518.0,126.0,4139.0,390.0,84.0,0.49,SUP022,2.0,0.845,1,71.0,0.3,0
MED0338C5,Sertraline 100mg,psychiatric,1010.0,507.0,3058.0,783.0,138.0,0.13,SUP033,5.0,0.934,0,334.0,0.0,0
MED411F89,Sertraline 100mg,psychiatric,13.0,650.0,1209.0,735.0,165.0,0.36,SUP033,4.0,0.905,0,200.0,0.0,0
MED33CD30,Carbamazepine 200mg,neurological,1763.0,320.0,3706.0,669.0,181.0,-0.07,SUP028,5.0,0.846,2,83.0,8.0,0
MED9705CB,Gabapentin 300mg,analgesic,1631.0,263.0,2673.0,349.0,100.0,0.13,SUP019,8.0,0.858,0,354.0,0.0,0
MEDBAB20B,Methotrexate 15mg,immunological,1148.0,604.0,2769.0,777.0,202.0,-0.05,SUP040,17.0,0.749,4,30.0,1.1,0
MED4ED8B9,Pregabalin 75mg,analgesic,1572.0,414.0,1573.0,1663.0,359.0,0.05,SUP019,10.0,0.772,1,54.0,10.7,0
MEDC187BA,Theophylline 200mg,respiratory,511.0,361.0,666.0,1086.0,219.0,0.47,SUP020,17.0,0.741,3,78.0,0.9,0
MED6B4C86,Empagliflozin 10mg,diabetes,1544.0,565.0,3566.0,1747.0,414.0,-0.17,SUP015,8.0,0.861,0,336.0,0.0,0
MEDD52D83,Sumatriptan 50mg,neurological,3426.0,1595.0,4250.0,1039.0,482.0,0.28,SUP031,17.0,0.849,1,93.0,6.6,0
MED1C62C3,Cyclophosphamide 500mg,oncology,254.0,1130.0,995.0,1146.0,403.0,0.36,SUP041,14.0,0.667,3,166.0,8.6,1
MEDCA8247,Tacrolimus 1mg,immunological,1763.0,633.0,2816.0,855.0,417.0,0.1,SUP046,8.0,0.654,2,26.0,6.2,0
MED86115F,Fluorouracil 500mg,oncology,1602.0,675.0,3751.0,1192.0,201.0,-0.02,SUP042,12.0,0.642,4,174.0,9.2,1
MED7DA152,Ifosfamide 1g,oncology,1977.0,35.0,2925.0,81.0,22.0,0.21,SUP041,15.0,0.67,1,107.0,2.0,1
MEDA2205B,Lisinopril 20mg,cardiovascular,638.0,539.0,1260.0,842.0,188.0,-0.16,SUP006,4.0,0.897,1,53.0,9.1,0
MED137FCD,Ondansetron 4mg,gastrointestinal,739.0,697.0,899.0,794.0,234.0,0.26,SUP026,3.0,0.854,1,18.0,1.2,0
MED1DC59F,Lisinopril 10mg,cardiovascular,447.0,677.0,2910.0,1181.0,341.0,0.4,SUP006,4.0,0.946,1,133.0,5.5,0
MED346F1C,Glipizide 5mg,diabetes,3785.0,465.0,4686.0,1272.0,228.0,0.24,SUP013,6.0,0.87,1,104.0,3.0,0
MEDDA786B,Empagliflozin 10mg,diabetes,119.0,840.0,3640.0,626.0,212.0,0.14,SUP015,6.0,0.925,0,260.0,0.0,0
MED676E7E,Levetiracetam 500mg,neurological,570.0,147.0,1859.0,525.0,115.0,0.29,SUP028,7.0,0.813,1,27.0,9.8,0
MED10EC0E,Ifosfamide 1g,oncology,807.0,644.0,3096.0,468.0,176.0,0.3,SUP041,14.0,0.676,1,68.0,16.5,0
MED246FBB,Amphetamine Salt Combo 20mg,psychiatric,1591.0,940.0,2667.0,1433.0,315.0,0.36,SUP039,27.0,0.493,2,151.0,6.1,0
MEDA3F43B,Polyethylene Glycol 17g,gastrointestinal,706.0,1159.0,3850.0,1261.0,326.0,-0.11,SUP027,5.0,0.864,0,344.0,0.0,0
MEDEC0EFF,Glipizide 5mg,diabetes,625.0,191.0,1065.0,451.0,132.0,0.18,SUP013,6.0,0.756,1,96.0,6.8,0
MED484B30,Carboplatin 150mg,oncology,564.0,903.0,3526.0,1415.0,315.0,0.17,SUP042,19.0,0.691,2,109.0,1.4,1
MEDFEAFF8,Ifosfamide 1g,oncology,4011.0,242.0,4645.0,261.0,95.0,-0.25,SUP041,21.0,0.654,2,48.0,0.5,1
MEDFF4098,Sertraline 50mg,psychiatric,39.0,1489.0,3041.0,1273.0,497.0,0.36,SUP033,7.0,0.903,1,50.0,3.6,0
MED5C317A,Cisplatin 50mg,oncology,2014.0,1211.0,3451.0,1629.0,360.0,0.05,SUP044,13.0,0.519,6,126.0,6.1,1
MED098662,Adalimumab 40mg,immunological,66.0,299.0,1906.0,548.0,159.0,-0.22,SUP045,7.0,0.664,3,138.0,4.6,1
MED4CA026,Methylphenidate 20mg,psychiatric,927.0,857.0,4603.0,775.0,271.0,0.21,SUP039,31.0,0.542,1,69.0,2.2,0
MED74B603,Ondansetron 8mg,gastrointestinal,368.0,655.0,440.0,967.0,204.0,-0.19,SUP026,7.0,0.779,2,56.0,3.3,0
MEDDCC9B6,Metoprolol Succinate 100mg,cardiovascular,132.0,1378.0,2538.0,1452.0,457.0,-0.08,SUP007,5.0,0.893,0,208.0,0.0,0
MEDAD7CED,Warfarin 5mg,cardiovascular,485.0,836.0,1061.0,2324.0,407.0,-0.29,SUP011,14.0,0.77,0,331.0,0.0,0
MED6B19F9,Tacrolimus 1mg,immunological,285.0,1128.0,1459.0,1073.0,325.0,0.16,SUP046,8.0,0.814,1,53.0,13.4,0
MED62D952,Prednisone 5mg,immunological,4413.0,239.0,4460.0,637.0,153.0,0.19,SUP023,4.0,0.861,0,179.0,0.0,0
MED6E4007,Budesonide Inhaler,respiratory,768.0,280.0,880.0,368.0,79.0,0.4,SUP021,2.0,0.865,1,16.0,24.7,0
MED2586FA,Empagliflozin 10mg,diabetes,299.0,501.0,1187.0,603.0,137.0,0.02,SUP015,5.0,0.85,1,64.0,11.9,0
MED4FE67F,Topiramate 25mg,neurological,550.0,947.0,1264.0,1458.0,305.0,-0.05,SUP030,10.0,0.879,3,97.0,5.1,0
